rowid,answers,created_at,district,endDate,grade,headToHead,id,partisan,pollster,population,sampleSize,seat_name,startDate,state,subgroup,tracking,type,url
6899,"[{'choice': 'Whitmer', 'pct': '48.0', 'party': 'Dem'}, {'choice': 'Schuette', 'pct': '38.0', 'party': 'Rep'}]",10/25/18,,10/21/18,C,FALSE,90799,DEM,Anzalone Liszt Grove Research,lv,906,,10/15/18,Michigan,All polls,FALSE,governor,https://www.gretchenwhitmer.com/new-poll-whitmer-leads-schuette-by-11pts-outside-groups-abandon-schuette/
6900,"[{'choice': 'Stabenow', 'pct': '49.0', 'party': 'Dem'}, {'choice': 'James', 'pct': '42.0', 'party': 'Rep'}]",10/25/18,,10/23/18,B+,FALSE,90800,,EPIC-MRA,lv,600,Class I,10/18/18,Michigan,All polls,FALSE,senate,https://www.freep.com/story/news/politics/elections/2018/10/25/free-press-poll-whitmer-lead-over-schuette-shrinks-5-points/1748709002/
6901,"[{'choice': 'Wexton', 'pct': '56.0', 'party': 'Dem'}, {'choice': 'Comstock', 'pct': '43.0', 'party': 'Rep'}]",10/25/18,10,10/21/18,A+,FALSE,90801,,Washington Post/George Mason,lv,430,District 10,10/15/18,Virginia,All polls,FALSE,house,https://www.washingtonpost.com/local/virginia-politics/voters-are-more-motivated-to-vote-against-rep-comstock-than-for-wexton-new-poll-finds/2018/10/24/b9f4a808-d7a2-11e8-83a2-d1c3da28d6b6_story.html
6910,"[{'choice': 'Van Drew', 'pct': '55.1', 'party': 'Dem'}, {'choice': 'Grossman', 'pct': '38.1', 'party': 'Rep'}]",10/25/18,2,10/23/18,B+,FALSE,90811,,Stockton University,lv,597,District 2,10/17/18,New Jersey,All polls,FALSE,house,https://stockton.edu/hughes-center/polling/documents/2018-1025-cd2-poll-2-screened-wfs.pdf
6911,"[{'choice': 'McBath', 'pct': '47.0', 'party': 'Dem'}, {'choice': 'Handel', 'pct': '48.0', 'party': 'Rep'}]",10/25/18,6,10/22/18,,FALSE,90812,DEM,Thirty-Ninth Street Strategies,lv,400,District 6,10/20/18,Georgia,All polls,FALSE,house,https://drive.google.com/file/d/1I7nNtLRO1sZrwrP-miEdV1XJTE4a2YDx/view
6912,"[{'choice': 'Kim', 'pct': '48.0', 'party': 'Dem'}, {'choice': 'MacArthur', 'pct': '46.0', 'party': 'Rep'}]",10/25/18,3,10/22/18,A+,FALSE,90814,,Monmouth University,lv,363,District 3,10/18/18,New Jersey,All polls,FALSE,house,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_nj_102518.pdf/
6913,"[{'choice': 'Kim', 'pct': '50.0', 'party': 'Dem'}, {'choice': 'MacArthur', 'pct': '44.0', 'party': 'Rep'}]",10/25/18,3,10/22/18,A+,FALSE,90815,,Monmouth University,lv,363,District 3,10/18/18,New Jersey,All polls,FALSE,house,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_nj_102518.pdf/
6914,"[{'choice': 'Kim', 'pct': '49.0', 'party': 'Dem'}, {'choice': 'MacArthur', 'pct': '46.0', 'party': 'Rep'}]",10/25/18,3,10/22/18,A+,FALSE,90816,,Monmouth University,lv,363,District 3,10/18/18,New Jersey,All polls,FALSE,house,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_nj_102518.pdf/
6915,"[{'choice': 'Gillum', 'pct': '45.0', 'party': 'Dem'}, {'choice': 'DeSantis', 'pct': '48.0', 'party': 'Rep'}]",10/25/18,,10/23/18,,FALSE,90817,,Strategic Research Associates,lv,800,,10/16/18,Florida,All polls,FALSE,governor,http://media.graytvinc.com/documents/GRAY_FL_October_Survey.pdf
6916,"[{'choice': 'Nelson', 'pct': '46.0', 'party': 'Dem'}, {'choice': 'Scott', 'pct': '45.0', 'party': 'Rep'}]",10/25/18,,10/23/18,,FALSE,90818,,Strategic Research Associates,lv,800,Class I,10/16/18,Florida,All polls,FALSE,senate,http://media.graytvinc.com/documents/GRAY_FL_October_Survey.pdf
6919,"[{'choice': 'Bjorkman', 'pct': '31.0', 'party': 'Dem'}, {'choice': 'Johnson', 'pct': '54.0', 'party': 'Rep'}, {'choice': 'Wieczorek', 'pct': '2.0', 'party': 'Ind'}, {'choice': 'Hendrickson', 'pct': '1.0', 'party': 'Lib'}]",10/25/18,1,10/22/18,B+,FALSE,90821,,Mason-Dixon Polling & Research Inc.,lv,500,District 1,10/18/18,South Dakota,All polls,FALSE,house,https://www.argusleader.com/story/news/politics/2018/10/25/south-dakota-2018-election-us-house-representative-poll-dusty-johnson-tim-bjorkman/1749637002/
6920,"[{'choice': 'Gillum', 'pct': '46.0', 'party': 'Dem'}, {'choice': 'DeSantis', 'pct': '47.0', 'party': 'Rep'}]",10/25/18,,10/22/18,,FALSE,90822,REP,1892 Polling,rv,2500,,10/20/18,Florida,All polls,FALSE,governor,http://floridapolitics.com/archives/278852-ron-desantiss-internal-polling-now-gives-him-slim-lead-over-andrew-gillum
6930,"[{'choice': 'McClure', 'pct': '39.0', 'party': 'Dem'}, {'choice': 'Fortenberry', 'pct': '55.0', 'party': 'Rep'}]",10/25/18,1,10/25/18,C+,FALSE,90834,,Change Research,lv,742,District 1,10/24/18,Nebraska,All polls,FALSE,house,https://twitter.com/ChangePolls/status/1055577115289038848
6931,"[{'choice': 'Mitrano', 'pct': '47.0', 'party': 'Dem'}, {'choice': 'Reed', 'pct': '49.0', 'party': 'Rep'}]",10/25/18,23,10/24/18,C+,FALSE,90835,DEM,Change Research,lv,510,District 23,10/23/18,New York,All polls,FALSE,house,https://twitter.com/ChangePolls/status/1055605490393075712
6932,"[{'choice': 'Rose', 'pct': '40.49', 'party': 'Dem'}, {'choice': 'Donovan', 'pct': '43.8', 'party': 'Rep'}]",10/25/18,11,10/27/18,,FALSE,90836,,Siena College/New York Times,lv,495,District 11,10/23/18,New York,All polls,FALSE,house,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny11-3.html
6934,"[{'choice': 'McAdams', 'pct': '45.44', 'party': 'Dem'}, {'choice': 'Love', 'pct': '45.13', 'party': 'Rep'}]",10/25/18,4,10/26/18,,FALSE,90838,,Siena College/New York Times,lv,526,District 4,10/24/18,Utah,All polls,FALSE,house,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ut04-3.html
6938,"[{'choice': 'Lujan Grisham', 'pct': '55.0', 'party': 'Dem'}, {'choice': 'Pearce', 'pct': '45.0', 'party': 'Rep'}]",10/26/18,,10/24/18,,FALSE,90842,,Pacific Market Research,lv,400,,10/19/18,New Mexico,All polls,FALSE,governor,https://www.krqe.com/news/politics-governement/elections/krqe-news-13-statewide-new-mexico-poll/1552195786
6942,"[{'choice': 'Valdez', 'pct': '37.0', 'party': 'Dem'}, {'choice': 'Abbott', 'pct': '56.0', 'party': 'Rep'}, {'choice': 'Tippetts', 'pct': '3.0', 'party': 'Lib'}]",10/26/18,,10/21/18,B,FALSE,90846,,YouGov,lv,927,,10/15/18,Texas,All polls,FALSE,governor,https://www.texastribune.org/2018/10/26/ut-tt-poll-ted-cruz-leads-beto-orourke-texas-senate/
6943,"[{'choice': 'Heinrich', 'pct': '45.0', 'party': 'Dem'}, {'choice': 'Rich', 'pct': '32.0', 'party': 'Rep'}, {'choice': 'Johnson', 'pct': '22.0', 'party': 'Lib'}]",10/26/18,,10/24/18,,FALSE,90847,,Pacific Market Research,lv,400,Class I,10/19/18,New Mexico,All polls,FALSE,senate,https://www.krqe.com/news/politics-governement/elections/krqe-news-13-statewide-new-mexico-poll/1552195786
6944,"[{'choice': ""O'Rourke"", 'pct': '45.0', 'party': 'Dem'}, {'choice': 'Cruz', 'pct': '51.0', 'party': 'Rep'}, {'choice': 'Dikeman', 'pct': '2.0', 'party': 'Lib'}]",10/26/18,,10/21/18,B,FALSE,90848,,YouGov,lv,927,Class I,10/15/18,Texas,All polls,FALSE,senate,https://www.texastribune.org/2018/10/26/ut-tt-poll-ted-cruz-leads-beto-orourke-texas-senate/
6946,"[{'choice': 'Tester', 'pct': '48.9', 'party': 'Dem'}, {'choice': 'Rosendale', 'pct': '38.8', 'party': 'Rep'}, {'choice': 'Breckenridge', 'pct': '1.9', 'party': 'Lib'}]",10/26/18,,10/18/18,,FALSE,90850,,University of Montana,lv,533,Class I,10/10/18,Montana,All polls,FALSE,senate,http://www.umt.edu/bigskypoll/Methodology/UMBigSkyPoll-BackgroundMemoPoll2-Fall2018.pdf
6947,"[{'choice': 'Williams', 'pct': '45.8', 'party': 'Dem'}, {'choice': 'Gianforte', 'pct': '45.3', 'party': 'Rep'}, {'choice': 'Swanson', 'pct': '1.8', 'party': 'Lib'}]",10/26/18,1,10/18/18,,FALSE,90851,,University of Montana,lv,533,District 1,10/10/18,Montana,All polls,FALSE,house,http://www.umt.edu/bigskypoll/Methodology/UMBigSkyPoll-BackgroundMemoPoll2-Fall2018.pdf
6948,"[{'choice': 'Whitmer', 'pct': '47.0', 'party': 'Dem'}, {'choice': 'Schuette', 'pct': '39.0', 'party': 'Rep'}]",10/26/18,,10/22/18,,FALSE,90858,,Michigan State University,a,169,,10/13/18,Michigan,All polls,FALSE,governor,http://www.wkar.org/post/new-state-state-survey-results-democrats-narrowly-ahead-two-top-ticket-races
6949,"[{'choice': 'Stabenow', 'pct': '49.0', 'party': 'Dem'}, {'choice': 'James', 'pct': '42.0', 'party': 'Rep'}]",10/26/18,,10/22/18,,FALSE,90859,,Michigan State University,a,169,Class I,10/13/18,Michigan,All polls,FALSE,senate,http://www.wkar.org/post/new-state-state-survey-results-democrats-narrowly-ahead-two-top-ticket-races
6952,"[{'choice': 'Whitmer', 'pct': '48.0', 'party': 'Dem'}, {'choice': 'Schuette', 'pct': '43.0', 'party': 'Rep'}]",10/26/18,,10/25/18,D-,FALSE,90862,,Mitchell Research & Communications,lv,400,,10/25/18,Michigan,All polls,FALSE,governor,https://www.realclearpolitics.com/docs/MI_8-18_Press_Release_10-26-18.pdf
6953,"[{'choice': 'Stabenow', 'pct': '52.0', 'party': 'Dem'}, {'choice': 'James', 'pct': '46.0', 'party': 'Rep'}]",10/26/18,,10/25/18,D-,FALSE,90863,,Mitchell Research & Communications,lv,400,Class I,10/25/18,Michigan,All polls,FALSE,senate,https://www.realclearpolitics.com/docs/MI_8-18_Press_Release_10-26-18.pdf
6954,"[{'choice': 'Axne', 'pct': '43.39', 'party': 'Dem'}, {'choice': 'Young', 'pct': '41.23', 'party': 'Rep'}]",10/26/18,3,10/27/18,,FALSE,90864,,Siena College/New York Times,lv,504,District 3,10/25/18,Iowa,All polls,FALSE,house,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ia03-3.html
6958,"[{'choice': 'McMurray', 'pct': '39.87', 'party': 'Dem'}, {'choice': 'Collins', 'pct': '44.26', 'party': 'Rep'}]",10/26/18,27,10/29/18,,FALSE,90868,,Siena College/New York Times,lv,501,District 27,10/24/18,New York,All polls,FALSE,house,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ny27-3.html
6960,"[{'choice': 'Hill', 'pct': '43.98', 'party': 'Dem'}, {'choice': 'Knight', 'pct': '48.4', 'party': 'Rep'}]",10/27/18,25,10/28/18,,FALSE,90870,,Siena College/New York Times,lv,504,District 25,10/25/18,California,All polls,FALSE,house,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ca25-3.html
6962,"[{'choice': 'McCaskill', 'pct': '45.0', 'party': 'Dem'}, {'choice': 'Hawley', 'pct': '49.0', 'party': 'Rep'}, {'choice': 'Campbell', 'pct': '1.0', 'party': 'Lib'}, {'choice': 'Crain', 'pct': '1.0', 'party': 'Gre'}, {'choice': ""O'Dear"", 'pct': '1.0', 'party': 'Ind'}]",10/27/18,,10/25/18,C,FALSE,90872,,Remington Research Group,lv,1376,Class I,10/24/18,Missouri,All polls,FALSE,senate,https://moscout.com/s/MOScout-Weekly-Poll-102618.pdf
6969,"[{'choice': 'Balter', 'pct': '39.0', 'party': 'Dem'}, {'choice': 'Katko', 'pct': '53.0', 'party': 'Rep'}]",10/28/18,24,10/22/18,A,FALSE,90879,,Siena College,lv,500,District 24,10/18/18,New York,All polls,FALSE,house,https://scri.siena.edu/wp-content/uploads/2018/10/NYCD241018-Crosstabs_156822341.pdf
6972,"[{'choice': 'Garcia', 'pct': '41.0', 'party': 'Dem'}, {'choice': 'Ducey', 'pct': '52.0', 'party': 'Rep'}]",10/28/18,,10/26/18,B,FALSE,90882,,YouGov,lv,972,,10/23/18,Arizona,All polls,FALSE,governor,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/k1oa1jks0d/cbs_20181028_AZ_final.pdf
6973,"[{'choice': 'Gillum', 'pct': '47.0', 'party': 'Dem'}, {'choice': 'DeSantis', 'pct': '46.0', 'party': 'Rep'}]",10/28/18,,10/26/18,B,FALSE,90883,,YouGov,lv,991,,10/23/18,Florida,All polls,FALSE,governor,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/shtloc96e5/cbs_20181028_FL_final.pdf
6974,"[{'choice': 'Sinema', 'pct': '47.0', 'party': 'Dem'}, {'choice': 'McSally', 'pct': '44.0', 'party': 'Rep'}]",10/28/18,,10/26/18,B,FALSE,90884,,YouGov,lv,972,Class I,10/23/18,Arizona,All polls,FALSE,senate,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/k1oa1jks0d/cbs_20181028_AZ_final.pdf
6975,"[{'choice': 'Donnelly', 'pct': '43.0', 'party': 'Dem'}, {'choice': 'Braun', 'pct': '46.0', 'party': 'Rep'}, {'choice': 'Brenton', 'pct': '3.0', 'party': 'Lib'}]",10/28/18,,10/26/18,B,FALSE,90885,,YouGov,lv,975,Class I,10/23/18,Indiana,All polls,FALSE,senate,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/9w35f9m36n/cbs_20181028_IN_final.pdf
6976,"[{'choice': 'Nelson', 'pct': '46.0', 'party': 'Dem'}, {'choice': 'Scott', 'pct': '46.0', 'party': 'Rep'}]",10/28/18,,10/26/18,B,FALSE,90886,,YouGov,lv,991,Class I,10/23/18,Florida,All polls,FALSE,senate,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/shtloc96e5/cbs_20181028_FL_final.pdf
6977,"[{'choice': 'Wallace', 'pct': '45.98', 'party': 'Dem'}, {'choice': 'Fitzpatrick', 'pct': '47.31', 'party': 'Rep'}]",10/28/18,1,10/29/18,,FALSE,90887,,Siena College/New York Times,lv,502,District 1,10/26/18,Pennsylvania,All polls,FALSE,house,https://www.nytimes.com/interactive/2018/upshot/elections-poll-pa01-3.html
6979,"[{'choice': 'McCready', 'pct': '44.13', 'party': 'Dem'}, {'choice': 'Harris', 'pct': '45.37', 'party': 'Rep'}]",10/28/18,9,10/30/18,,FALSE,90889,,Siena College/New York Times,lv,505,District 9,10/26/18,North Carolina,All polls,FALSE,house,https://www.nytimes.com/interactive/2018/upshot/elections-poll-nc09-3.html
6981,"[{'choice': 'Davis', 'pct': '41.25', 'party': 'Dem'}, {'choice': 'Watkins', 'pct': '36.76', 'party': 'Rep'}]",10/28/18,2,10/30/18,,FALSE,90891,,Siena College/New York Times,lv,501,District 2,10/27/18,Kansas,All polls,FALSE,house,https://www.nytimes.com/interactive/2018/upshot/elections-poll-ks02-3.html
6983,"[{'choice': 'Lujan Grisham', 'pct': '53.0', 'party': 'Dem'}, {'choice': 'Pearce', 'pct': '44.0', 'party': 'Rep'}]",10/28/18,,10/26/18,B-,FALSE,90893,DEM,Greenberg Quinlan Rosner,lv,600,,10/22/18,New Mexico,All polls,FALSE,governor,https://projects.fivethirtyeight.com/polls/20181028_NM.pdf
6989,"[{'choice': 'Whitmer', 'pct': '51.7', 'party': 'Dem'}, {'choice': 'Schuette', 'pct': '41.3', 'party': 'Rep'}]",10/29/18,,10/26/18,B+,FALSE,90901,,Emerson College,lv,822,,10/24/18,Michigan,All polls,FALSE,governor,https://www.emerson.edu/news-events/emerson-college-today/emerson-poll-democrats-favored-pick-governorships-mi-nm-hold-us-senate-seat-nj
6990,"[{'choice': 'Lujan Grisham', 'pct': '52.7', 'party': 'Dem'}, {'choice': 'Pearce', 'pct': '43.7', 'party': 'Rep'}]",10/29/18,,10/26/18,B+,FALSE,90902,,Emerson College,lv,936,,10/24/18,New Mexico,All polls,FALSE,governor,https://www.emerson.edu/news-events/emerson-college-today/emerson-poll-democrats-favored-pick-governorships-mi-nm-hold-us-senate-seat-nj
6991,"[{'choice': 'Menendez', 'pct': '47.3', 'party': 'Dem'}, {'choice': 'Hugin', 'pct': '42.0', 'party': 'Rep'}]",10/29/18,,10/26/18,B+,FALSE,90903,,Emerson College,lv,659,Class I,10/24/18,New Jersey,All polls,FALSE,senate,https://www.emerson.edu/news-events/emerson-college-today/emerson-poll-democrats-favored-pick-governorships-mi-nm-hold-us-senate-seat-nj
6992,"[{'choice': 'Stabenow', 'pct': '51.9', 'party': 'Dem'}, {'choice': 'James', 'pct': '42.5', 'party': 'Rep'}]",10/29/18,,10/26/18,B+,FALSE,90904,,Emerson College,lv,822,Class I,10/24/18,Michigan,All polls,FALSE,senate,https://www.emerson.edu/news-events/emerson-college-today/emerson-poll-democrats-favored-pick-governorships-mi-nm-hold-us-senate-seat-nj
6993,"[{'choice': 'Heinrich', 'pct': '48.0', 'party': 'Dem'}, {'choice': 'Rich', 'pct': '31.5', 'party': 'Rep'}, {'choice': 'Johnson', 'pct': '15.9', 'party': 'Lib'}]",10/29/18,,10/26/18,B+,FALSE,90905,,Emerson College,lv,936,Class I,10/24/18,New Mexico,All polls,FALSE,senate,https://www.emerson.edu/news-events/emerson-college-today/emerson-poll-democrats-favored-pick-governorships-mi-nm-hold-us-senate-seat-nj
6994,"[{'choice': 'Spanberger', 'pct': '46.0', 'party': 'Dem'}, {'choice': 'Brat', 'pct': '45.0', 'party': 'Rep'}, {'choice': 'Walton', 'pct': '4.0', 'party': 'Lib'}]",10/29/18,7,10/27/18,B+,FALSE,90906,,Christopher Newport University,lv,871,District 7,10/18/18,Virginia,All polls,FALSE,house,http://wasoncenter.cnu.edu/wp-content/uploads/2018/10/Oct-29-CD7-Report-Final.pdf
6995,"[{'choice': 'Spanberger', 'pct': '48.0', 'party': 'Dem'}, {'choice': 'Brat', 'pct': '45.0', 'party': 'Rep'}, {'choice': 'Walton', 'pct': '3.0', 'party': 'Lib'}]",10/29/18,7,10/27/18,B+,FALSE,90907,,Christopher Newport University,lv,790,District 7,10/18/18,Virginia,All polls,FALSE,house,http://wasoncenter.cnu.edu/wp-content/uploads/2018/10/Oct-29-CD7-Report-Final.pdf
6996,"[{'choice': 'Haaland', 'pct': '51.4', 'party': 'Dem'}, {'choice': 'Arnold-Jones', 'pct': '41.4', 'party': 'Rep'}, {'choice': 'Princeton', 'pct': '1.2', 'party': 'Lib'}]",10/29/18,1,10/26/18,B+,FALSE,90908,,Emerson College,lv,327,District 1,10/24/18,New Mexico,All polls,FALSE,house,https://www.emerson.edu/news-events/emerson-college-today/emerson-poll-democrats-favored-pick-governorships-mi-nm-hold-us-senate-seat-nj
6997,"[{'choice': 'Small', 'pct': '47.2', 'party': 'Dem'}, {'choice': 'Herrell', 'pct': '46.8', 'party': 'Rep'}]",10/29/18,2,10/26/18,B+,FALSE,90909,,Emerson College,lv,278,District 2,10/24/18,New Mexico,All polls,FALSE,house,https://www.emerson.edu/news-events/emerson-college-today/emerson-poll-democrats-favored-pick-governorships-mi-nm-hold-us-senate-seat-nj
6998,"[{'choice': 'Lujan', 'pct': '54.2', 'party': 'Dem'}, {'choice': 'McFall', 'pct': '37.2', 'party': 'Rep'}, {'choice': 'Manning', 'pct': '3.9', 'party': 'Lib'}]",10/29/18,3,10/26/18,B+,FALSE,90910,,Emerson College,lv,331,District 3,10/24/18,New Mexico,All polls,FALSE,house,https://www.emerson.edu/news-events/emerson-college-today/emerson-poll-democrats-favored-pick-governorships-mi-nm-hold-us-senate-seat-nj
7000,"[{'choice': 'Gonzalez', 'pct': '26.0', 'party': 'Dem'}, {'choice': 'Baker', 'pct': '65.4', 'party': 'Rep'}]",10/29/18,,10/28/18,B+,FALSE,90912,,Suffolk University,lv,500,,10/24/18,Massachusetts,All polls,FALSE,governor,https://www.bostonglobe.com/metro/2018/10/29/support-dropping-for-ballot-question-nurse-staffing-poll-shows/6NoQKNXT79DTTfMYicoyiJ/story.html
7001,"[{'choice': 'Warren', 'pct': '55.6', 'party': 'Dem'}, {'choice': 'Diehl', 'pct': '34.4', 'party': 'Rep'}, {'choice': 'Ayyadurai', 'pct': '4.4', 'party': 'Ind'}]",10/29/18,,10/28/18,B+,FALSE,90913,,Suffolk University,lv,500,Class I,10/24/18,Massachusetts,All polls,FALSE,senate,https://www.bostonglobe.com/metro/2018/10/29/support-dropping-for-ballot-question-nurse-staffing-poll-shows/6NoQKNXT79DTTfMYicoyiJ/story.html
7002,"[{'choice': 'Valdez', 'pct': '40.0', 'party': 'Dem'}, {'choice': 'Abbott', 'pct': '54.0', 'party': 'Rep'}]",10/29/18,,10/28/18,A-,FALSE,90914,,Quinnipiac University,lv,1078,,10/22/18,Texas,All polls,FALSE,governor,https://poll.qu.edu/images/polling/tx/tx10292018_tjfp53.pdf/
7003,"[{'choice': ""O'Rourke"", 'pct': '46.0', 'party': 'Dem'}, {'choice': 'Cruz', 'pct': '51.0', 'party': 'Rep'}]",10/29/18,,10/28/18,A-,FALSE,90915,,Quinnipiac University,lv,1078,Class I,10/22/18,Texas,All polls,FALSE,senate,https://poll.qu.edu/images/polling/tx/tx10292018_tjfp53.pdf/
7005,"[{'choice': 'Eastman', 'pct': '45.0', 'party': 'Dem'}, {'choice': 'Bacon', 'pct': '52.0', 'party': 'Rep'}]",10/29/18,2,10/25/18,B-,FALSE,90917,DEM,DFM Research,lv,350,District 2,10/23/18,Nebraska,All polls,FALSE,house,http://www.dfmresearch.com/uploads/Nebraska_2nd_DISTRICT_Survey__2018_September_TOPLINE.pdf
7006,"[{'choice': 'McMurray', 'pct': '47.0', 'party': 'Dem'}, {'choice': 'Collins', 'pct': '43.0', 'party': 'Rep'}, {'choice': 'Piegza', 'pct': '4.0', 'party': 'Ref'}]",10/29/18,27,10/28/18,B,FALSE,90918,DEM,Tulchin Research,lv,400,District 27,10/25/18,New York,All polls,FALSE,house,https://votemcmurray.com/wp-content/uploads/2018/10/Tulchin-Research-Memo-NY-27-Poll-Findings-10-29-18.pdf
7010,"[{'choice': 'Raimondo', 'pct': '44.5', 'party': 'Dem'}, {'choice': 'Fung', 'pct': '33.7', 'party': 'Rep'}, {'choice': 'Trillo', 'pct': '9.4', 'party': 'Ind'}, {'choice': 'Armstrong', 'pct': '1.7', 'party': 'Ind'}, {'choice': 'Gilbert', 'pct': '1.7', 'party': 'Mod'}, {'choice': 'Muñoz', 'pct': '0.5', 'party': 'Ind'}]",10/29/18,,10/24/18,B+,FALSE,90922,,Fleming & Associates,lv,416,,10/20/18,Rhode Island,All polls,FALSE,governor,https://media.wpri.com/nxs-wpritv-media-us-east-1/document_dev/2018/10/30/WPRI%20RWU%20Survey%20Poll%20Oct%202018%20for%20web_1540903923989_60683066_ver1.0.pdf
7011,"[{'choice': 'Whitmer', 'pct': '50.0', 'party': 'Dem'}, {'choice': 'Schuette', 'pct': '37.5', 'party': 'Rep'}, {'choice': 'Gelineau', 'pct': '1.5', 'party': 'Lib'}, {'choice': 'Kurland', 'pct': '1.0', 'party': 'Gre'}, {'choice': 'Schleiger', 'pct': '0.5', 'party': 'Ust'}, {'choice': 'Butkovich', 'pct': '0.7', 'party': 'Nlp'}]",10/29/18,,10/27/18,B,FALSE,90924,,Glengariff Group Inc.,lv,600,,10/25/18,Michigan,All polls,FALSE,governor,https://www.detroitnews.com/story/news/local/michigan/2018/10/29/whitmer-schuette-new-poll-michigan-governor-race/1807873002/
7012,"[{'choice': 'Scott', 'pct': '46.0', 'party': 'Dem'}, {'choice': 'Perry', 'pct': '49.0', 'party': 'Rep'}]",10/29/18,10,10/21/18,C+,FALSE,90925,,Susquehanna Polling & Research Inc.,lv,366,District 10,10/19/18,Pennsylvania,All polls,FALSE,house,https://www.abc27.com/news/politics/election/poll-us-rep-perry-in-close-contest-with-democrat-scott/1560816650
7013,"[{'choice': 'Garcia', 'pct': '35.3', 'party': 'Dem'}, {'choice': 'Ducey', 'pct': '54.8', 'party': 'Rep'}, {'choice': 'Torres', 'pct': '3.5', 'party': 'Gre'}]",10/29/18,,10/28/18,,FALSE,90926,,HighGround,lv,400,,10/26/18,Arizona,All polls,FALSE,governor,http://www.azhighground.com/blog/post/breaking--senate-dead-heat-and-dominant-ducey
7014,"[{'choice': 'Sinema', 'pct': '45.3', 'party': 'Dem'}, {'choice': 'McSally', 'pct': '46.5', 'party': 'Rep'}, {'choice': 'Green', 'pct': '3.5', 'party': 'Gre'}]",10/29/18,,10/28/18,,FALSE,90927,,HighGround,lv,400,Class I,10/26/18,Arizona,All polls,FALSE,senate,http://www.azhighground.com/blog/post/breaking--senate-dead-heat-and-dominant-ducey
7015,"[{'choice': 'McAdams', 'pct': '49.51', 'party': 'Dem'}, {'choice': 'Love', 'pct': '43.05', 'party': 'Rep'}]",10/29/18,4,10/25/18,B-,FALSE,90928,,Dixie Strategies,lv,936,District 4,10/25/18,Utah,All polls,FALSE,house,https://kutv.com/news/local/exclusive-poll-4th-congressional-district-race-between-love-mcadams-widens-by-6-points
7016,"[{'choice': 'Stabenow', 'pct': '53.0', 'party': 'Dem'}, {'choice': 'James', 'pct': '36.3', 'party': 'Rep'}, {'choice': 'Huffman', 'pct': '1.2', 'party': 'Ust'}, {'choice': 'Squier', 'pct': '1.2', 'party': 'Gre'}, {'choice': 'Wilhelm', 'pct': '0.3', 'party': 'Nlp'}]",10/29/18,,10/27/18,B,FALSE,90929,,Glengariff Group Inc.,lv,600,Class I,10/25/18,Michigan,All polls,FALSE,senate,https://www.detroitnews.com/story/news/politics/2018/10/29/michigan-poll-debbie-stabenow-john-james-senate-race/1807448002/
7018,"[{'choice': 'Whitehouse', 'pct': '55.3', 'party': 'Dem'}, {'choice': 'Flanders', 'pct': '36.3', 'party': 'Rep'}]",10/30/18,,10/24/18,B+,FALSE,90931,,Fleming & Associates,lv,416,Class I,10/20/18,Rhode Island,All polls,FALSE,senate,https://media.wpri.com/nxs-wpritv-media-us-east-1/document_dev/2018/10/30/WPRI%20RWU%20Survey%20Poll%20Oct%202018%20for%20web_1540903923989_60683066_ver1.0.pdf
7019,"[{'choice': 'Mitsch Bush', 'pct': '38.0', 'party': 'Dem'}, {'choice': 'Tipton', 'pct': '53.0', 'party': 'Rep'}]",10/30/18,3,10/29/18,C+,FALSE,90932,,Change Research,lv,485,District 3,10/27/18,Colorado,All polls,FALSE,house,https://twitter.com/ChangePolls/status/1057115274799792128
7020,"[{'choice': 'Gershon', 'pct': '37.0', 'party': 'Dem'}, {'choice': 'Zeldin', 'pct': '52.0', 'party': 'Rep'}]",10/30/18,1,10/29/18,C+,FALSE,90933,,Change Research,lv,838,District 1,10/27/18,New York,All polls,FALSE,house,https://twitter.com/ChangePolls/status/1057115734105444352
7021,"[{'choice': 'Baer', 'pct': '44.0', 'party': 'Dem'}, {'choice': 'Mast', 'pct': '53.0', 'party': 'Rep'}]",10/30/18,18,10/29/18,C+,FALSE,90934,,Change Research,lv,475,District 18,10/27/18,Florida,All polls,FALSE,house,https://twitter.com/ChangePolls/status/1057116362743529473
7022,"[{'choice': 'Dady', 'pct': '41.0', 'party': 'Dem'}, {'choice': 'Kinzinger', 'pct': '55.0', 'party': 'Rep'}]",10/30/18,16,10/29/18,C+,FALSE,90935,,Change Research,lv,554,District 16,10/27/18,Illinois,All polls,FALSE,house,https://twitter.com/ChangePolls/status/1057116865254711296
